freq (Hz),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 20  (V / sqrt(Hz)),mcparamset ,/R2/MINUS Vcm -0.5  (A),/R2/MINUS Vcm 0  (A),/R2/MINUS Vcm 0.5  (A)
39.8107E6,1.08361E-9,1.08752E-9,1.10737E-9,1.08009E-9,1.10270E-9,1.09838E-9,1.09766E-9,1.08653E-9,1.07458E-9,1.11190E-9,1.08715E-9,1.08962E-9,1.10721E-9,1.09342E-9,1.08207E-9,1.10418E-9,1.09907E-9,1.07944E-9,1.10298E-9,1.08801E-9,1.08023E-9,1.08412E-9,1.10394E-9,1.07668E-9,1.09927E-9,1.09497E-9,1.09424E-9,1.08313E-9,1.07118E-9,1.10848E-9,1.08373E-9,1.08619E-9,1.10378E-9,1.08999E-9,1.07866E-9,1.10075E-9,1.09564E-9,1.07605E-9,1.09955E-9,1.08462E-9,1.07708E-9,1.08095E-9,1.10074E-9,1.07349E-9,1.09606E-9,1.09181E-9,1.09103E-9,1.07995E-9,1.06801E-9,1.10529E-9,1.08053E-9,1.08298E-9,1.10058E-9,1.08680E-9,1.07548E-9,1.09754E-9,1.09244E-9,1.07288E-9,1.09636E-9,1.08146E-9, , , , 
50.1187E6,1.08871E-9,1.09260E-9,1.11290E-9,1.08511E-9,1.10817E-9,1.10370E-9,1.10250E-9,1.09159E-9,1.07943E-9,1.11734E-9,1.09214E-9,1.09450E-9,1.11303E-9,1.09853E-9,1.08715E-9,1.10956E-9,1.10430E-9,1.08414E-9,1.10837E-9,1.09278E-9,1.08529E-9,1.08917E-9,1.10944E-9,1.08167E-9,1.10470E-9,1.10027E-9,1.09904E-9,1.08816E-9,1.07600E-9,1.11390E-9,1.08868E-9,1.09104E-9,1.10957E-9,1.09508E-9,1.08372E-9,1.10610E-9,1.10085E-9,1.08072E-9,1.10491E-9,1.08936E-9,1.08214E-9,1.08600E-9,1.10623E-9,1.07848E-9,1.10149E-9,1.09710E-9,1.09583E-9,1.08498E-9,1.07282E-9,1.11071E-9,1.08548E-9,1.08783E-9,1.10638E-9,1.09188E-9,1.08054E-9,1.10288E-9,1.09765E-9,1.07755E-9,1.10171E-9,1.08620E-9, , , , 
63.0957E6,1.09669E-9,1.10056E-9,1.12156E-9,1.09298E-9,1.11674E-9,1.11208E-9,1.11007E-9,1.09953E-9,1.08703E-9,1.12587E-9,1.09995E-9,1.10216E-9,1.12216E-9,1.10655E-9,1.09513E-9,1.11800E-9,1.11253E-9,1.09153E-9,1.11681E-9,1.10026E-9,1.09324E-9,1.09709E-9,1.11806E-9,1.08951E-9,1.11323E-9,1.10861E-9,1.10657E-9,1.09606E-9,1.08356E-9,1.12239E-9,1.09646E-9,1.09866E-9,1.11866E-9,1.10306E-9,1.09166E-9,1.11449E-9,1.10903E-9,1.08807E-9,1.11332E-9,1.09681E-9,1.09009E-9,1.09393E-9,1.11485E-9,1.08632E-9,1.11002E-9,1.10544E-9,1.10335E-9,1.09288E-9,1.08038E-9,1.11920E-9,1.09325E-9,1.09544E-9,1.11546E-9,1.09986E-9,1.08848E-9,1.11128E-9,1.10584E-9,1.08490E-9,1.11012E-9,1.09365E-9, , , , 
79.4328E6,1.10919E-9,1.11302E-9,1.13510E-9,1.10530E-9,1.13017E-9,1.12520E-9,1.12191E-9,1.11196E-9,1.09894E-9,1.13922E-9,1.11219E-9,1.11415E-9,1.13642E-9,1.11911E-9,1.10760E-9,1.13121E-9,1.12540E-9,1.10310E-9,1.13003E-9,1.11198E-9,1.10569E-9,1.10951E-9,1.13155E-9,1.10178E-9,1.12660E-9,1.12168E-9,1.11836E-9,1.10844E-9,1.09541E-9,1.13569E-9,1.10864E-9,1.11060E-9,1.13287E-9,1.11557E-9,1.10409E-9,1.12765E-9,1.12186E-9,1.09959E-9,1.12648E-9,1.10849E-9,1.10256E-9,1.10637E-9,1.12835E-9,1.09862E-9,1.12340E-9,1.11852E-9,1.11514E-9,1.10527E-9,1.09222E-9,1.13251E-9,1.10545E-9,1.10738E-9,1.12967E-9,1.11238E-9,1.10094E-9,1.12444E-9,1.11868E-9,1.09642E-9,1.12330E-9,1.10534E-9, , , , 
100.000E6,1.12868E-9,1.13245E-9,1.15621E-9,1.12450E-9,1.15109E-9,1.14565E-9,1.14039E-9,1.13133E-9,1.11752E-9,1.16003E-9,1.13127E-9,1.13286E-9,1.15863E-9,1.13870E-9,1.12706E-9,1.15179E-9,1.14546E-9,1.12116E-9,1.15062E-9,1.13026E-9,1.12512E-9,1.12889E-9,1.15258E-9,1.12093E-9,1.14745E-9,1.14206E-9,1.13678E-9,1.12775E-9,1.11391E-9,1.15643E-9,1.12766E-9,1.12924E-9,1.15500E-9,1.13509E-9,1.12349E-9,1.14816E-9,1.14187E-9,1.11759E-9,1.14702E-9,1.12672E-9,1.12202E-9,1.12580E-9,1.14941E-9,1.11781E-9,1.14427E-9,1.13894E-9,1.13357E-9,1.12462E-9,1.11074E-9,1.15329E-9,1.12449E-9,1.12604E-9,1.15184E-9,1.13193E-9,1.12038E-9,1.14497E-9,1.13873E-9,1.11445E-9,1.14386E-9,1.12362E-9, , , , 
125.893E6,1.15889E-9,1.16257E-9,1.18888E-9,1.15428E-9,1.18346E-9,1.17731E-9,1.16910E-9,1.16136E-9,1.14632E-9,1.19225E-9,1.16085E-9,1.16189E-9,1.19297E-9,1.16904E-9,1.15723E-9,1.18367E-9,1.17655E-9,1.14919E-9,1.18252E-9,1.15865E-9,1.15526E-9,1.15895E-9,1.18516E-9,1.15064E-9,1.17974E-9,1.17365E-9,1.16539E-9,1.15771E-9,1.14262E-9,1.18858E-9,1.15716E-9,1.15818E-9,1.18925E-9,1.16536E-9,1.15359E-9,1.17995E-9,1.17288E-9,1.14554E-9,1.17883E-9,1.15504E-9,1.15223E-9,1.15595E-9,1.18204E-9,1.14760E-9,1.17660E-9,1.17058E-9,1.16223E-9,1.15465E-9,1.13948E-9,1.18550E-9,1.15405E-9,1.15502E-9,1.18615E-9,1.16226E-9,1.15056E-9,1.17680E-9,1.16982E-9,1.14245E-9,1.17573E-9,1.15202E-9, , , , 
158.489E6,1.20529E-9,1.20884E-9,1.23895E-9,1.20003E-9,1.23307E-9,1.22587E-9,1.21328E-9,1.20749E-9,1.19060E-9,1.24169E-9,1.20631E-9,1.20654E-9,1.24550E-9,1.21565E-9,1.20356E-9,1.23255E-9,1.22428E-9,1.19233E-9,1.23144E-9,1.20233E-9,1.20156E-9,1.20514E-9,1.23512E-9,1.19630E-9,1.22922E-9,1.22209E-9,1.20946E-9,1.20374E-9,1.18677E-9,1.23791E-9,1.20251E-9,1.20271E-9,1.24166E-9,1.21185E-9,1.19983E-9,1.22871E-9,1.22051E-9,1.18857E-9,1.22764E-9,1.19864E-9,1.19865E-9,1.20229E-9,1.23209E-9,1.19340E-9,1.22618E-9,1.21914E-9,1.20638E-9,1.20079E-9,1.18370E-9,1.23494E-9,1.19950E-9,1.19964E-9,1.23866E-9,1.20886E-9,1.19694E-9,1.22565E-9,1.21757E-9,1.18558E-9,1.22465E-9,1.19575E-9, , , , 
199.526E6,1.27564E-9,1.27899E-9,1.31464E-9,1.26941E-9,1.30805E-9,1.29933E-9,1.28047E-9,1.27744E-9,1.25783E-9,1.31652E-9,1.27526E-9,1.27438E-9,1.32468E-9,1.28628E-9,1.27381E-9,1.30652E-9,1.29658E-9,1.25792E-9,1.30546E-9,1.26876E-9,1.27177E-9,1.27518E-9,1.31064E-9,1.26556E-9,1.30403E-9,1.29541E-9,1.27649E-9,1.27355E-9,1.25382E-9,1.31259E-9,1.27132E-9,1.27039E-9,1.32066E-9,1.28234E-9,1.26996E-9,1.30250E-9,1.29268E-9,1.25401E-9,1.30151E-9,1.26496E-9,1.26906E-9,1.27256E-9,1.30776E-9,1.26288E-9,1.30113E-9,1.29263E-9,1.27354E-9,1.27079E-9,1.25085E-9,1.30979E-9,1.26847E-9,1.26745E-9,1.31782E-9,1.27951E-9,1.26728E-9,1.29958E-9,1.28994E-9,1.25117E-9,1.29869E-9,1.26227E-9, , , , 
251.189E6,1.38050E-9,1.38358E-9,1.42700E-9,1.37288E-9,1.41935E-9,1.40854E-9,1.38098E-9,1.38173E-9,1.35820E-9,1.42779E-9,1.37812E-9,1.37579E-9,1.44178E-9,1.39153E-9,1.37856E-9,1.41650E-9,1.40426E-9,1.35606E-9,1.41551E-9,1.36818E-9,1.37643E-9,1.37961E-9,1.42275E-9,1.36885E-9,1.41507E-9,1.40440E-9,1.37677E-9,1.37764E-9,1.35394E-9,1.42364E-9,1.37396E-9,1.37156E-9,1.43751E-9,1.38736E-9,1.37453E-9,1.41222E-9,1.40017E-9,1.35194E-9,1.41133E-9,1.36421E-9,1.37399E-9,1.37731E-9,1.42009E-9,1.36648E-9,1.41237E-9,1.40186E-9,1.37400E-9,1.37514E-9,1.35113E-9,1.42109E-9,1.37135E-9,1.36881E-9,1.43489E-9,1.38477E-9,1.37215E-9,1.40950E-9,1.39770E-9,1.34932E-9,1.40876E-9,1.36183E-9, , , , 
316.228E6,1.53365E-9,1.53635E-9,1.59026E-9,1.52406E-9,1.58104E-9,1.56750E-9,1.52841E-9,1.53409E-9,1.50510E-9,1.58983E-9,1.52845E-9,1.52440E-9,1.61114E-9,1.54514E-9,1.53159E-9,1.57659E-9,1.56136E-9,1.50006E-9,1.57571E-9,1.51412E-9,1.52929E-9,1.53214E-9,1.58565E-9,1.51977E-9,1.57639E-9,1.56303E-9,1.52385E-9,1.52969E-9,1.50044E-9,1.58536E-9,1.52397E-9,1.51982E-9,1.60649E-9,1.54065E-9,1.52729E-9,1.57195E-9,1.55697E-9,1.49564E-9,1.57120E-9,1.50991E-9,1.52722E-9,1.53029E-9,1.58327E-9,1.51782E-9,1.57396E-9,1.56082E-9,1.52134E-9,1.52755E-9,1.49786E-9,1.58314E-9,1.52168E-9,1.51734E-9,1.60417E-9,1.53837E-9,1.52533E-9,1.56949E-9,1.55488E-9,1.49332E-9,1.56894E-9,1.50793E-9, , , , 
398.107E6,1.75249E-9,1.75468E-9,1.82216E-9,1.74018E-9,1.81061E-9,1.79371E-9,1.74007E-9,1.75184E-9,1.71540E-9,1.82062E-9,1.74337E-9,1.73758E-9,1.85035E-9,1.76442E-9,1.75035E-9,1.80449E-9,1.78558E-9,1.70691E-9,1.80372E-9,1.72391E-9,1.74769E-9,1.75010E-9,1.81702E-9,1.73550E-9,1.80542E-9,1.78877E-9,1.73501E-9,1.74700E-9,1.71020E-9,1.81567E-9,1.73842E-9,1.73250E-9,1.84516E-9,1.75945E-9,1.74565E-9,1.79931E-9,1.78076E-9,1.70202E-9,1.79872E-9,1.71933E-9,1.74612E-9,1.74884E-9,1.81501E-9,1.73410E-9,1.80335E-9,1.78700E-9,1.73283E-9,1.74532E-9,1.70791E-9,1.81388E-9,1.73655E-9,1.73036E-9,1.84321E-9,1.75759E-9,1.74424E-9,1.79719E-9,1.77916E-9,1.70011E-9,1.79689E-9,1.71789E-9, , , , 
501.187E6,2.05873E-9,2.06027E-9,2.14450E-9,2.04274E-9,2.12953E-9,2.10883E-9,2.03779E-9,2.05661E-9,2.01021E-9,2.14248E-9,2.04421E-9,2.03721E-9,2.18071E-9,2.07086E-9,2.05670E-9,2.12203E-9,2.09900E-9,1.99800E-9,2.12140E-9,2.01950E-9,2.05329E-9,2.05514E-9,2.13860E-9,2.03747E-9,2.12357E-9,2.10318E-9,2.03201E-9,2.05111E-9,2.00422E-9,2.13682E-9,2.03858E-9,2.03140E-9,2.17475E-9,2.06520E-9,2.05139E-9,2.11608E-9,2.09353E-9,1.99243E-9,2.11569E-9,2.01436E-9,2.05235E-9,2.05464E-9,2.13708E-9,2.03680E-9,2.12195E-9,2.10198E-9,2.03026E-9,2.05005E-9,2.00231E-9,2.13560E-9,2.03725E-9,2.02971E-9,2.17331E-9,2.06389E-9,2.05070E-9,2.11441E-9,2.09258E-9,1.99105E-9,2.11441E-9,2.01362E-9, , , , 
630.957E6,2.47966E-9,2.48048E-9,2.58438E-9,2.45883E-9,2.56427E-9,2.53980E-9,2.44934E-9,2.47564E-9,2.41599E-9,2.58337E-9,2.45776E-9,2.45108E-9,2.62820E-9,2.49139E-9,2.47820E-9,2.55641E-9,2.52941E-9,2.40049E-9,2.55599E-9,2.42901E-9,2.47327E-9,2.47451E-9,2.57740E-9,2.45268E-9,2.55720E-9,2.53315E-9,2.44250E-9,2.46918E-9,2.40887E-9,2.57670E-9,2.45113E-9,2.44420E-9,2.62114E-9,2.48472E-9,2.47200E-9,2.54936E-9,2.52299E-9,2.39394E-9,2.54925E-9,2.42302E-9,2.47318E-9,2.47500E-9,2.57651E-9,2.45295E-9,2.55618E-9,2.53268E-9,2.44133E-9,2.46892E-9,2.40748E-9,2.57620E-9,2.45052E-9,2.44312E-9,2.62035E-9,2.48412E-9,2.47224E-9,2.54828E-9,2.52287E-9,2.39326E-9,2.54868E-9,2.42320E-9, , , , 
794.328E6,3.04973E-9,3.05003E-9,3.17563E-9,3.02282E-9,3.14768E-9,3.12043E-9,3.01040E-9,3.04345E-9,2.96614E-9,3.17857E-9,3.01791E-9,3.01477E-9,3.22454E-9,3.05993E-9,3.04987E-9,3.14169E-9,3.11203E-9,2.94924E-9,3.14164E-9,2.98892E-9,3.04195E-9,3.04280E-9,3.16707E-9,3.01537E-9,3.13902E-9,3.11231E-9,3.00202E-9,3.03559E-9,2.95741E-9,3.17041E-9,3.00984E-9,3.00635E-9,3.21590E-9,3.05179E-9,3.04234E-9,3.13303E-9,3.10421E-9,2.94126E-9,3.13340E-9,2.98167E-9,3.04293E-9,3.04454E-9,3.16698E-9,3.01683E-9,3.13877E-9,3.11278E-9,3.00160E-9,3.03636E-9,2.95671E-9,3.17081E-9,3.01015E-9,3.00605E-9,3.21593E-9,3.05210E-9,3.04376E-9,3.13270E-9,3.10514E-9,2.94148E-9,3.13373E-9,2.98302E-9, , , , 
1.00000E9,3.81129E-9,3.81205E-9,3.95940E-9,3.77731E-9,3.91954E-9,3.89208E-9,3.76601E-9,3.80287E-9,3.70194E-9,3.97134E-9,3.76676E-9,3.77287E-9,4.00748E-9,3.81835E-9,3.81503E-9,3.91933E-9,3.89039E-9,3.68811E-9,3.92007E-9,3.74574E-9,3.80140E-9,3.80286E-9,3.94850E-9,3.76786E-9,3.90853E-9,3.88175E-9,3.75535E-9,3.79289E-9,3.69088E-9,3.96089E-9,3.75652E-9,3.76215E-9,3.99649E-9,3.80802E-9,3.80545E-9,3.90830E-9,3.88042E-9,3.67799E-9,3.90957E-9,3.73652E-9,3.80355E-9,3.80600E-9,3.94926E-9,3.77068E-9,3.90907E-9,3.88324E-9,3.75577E-9,3.79482E-9,3.69095E-9,3.96225E-9,3.75788E-9,3.76272E-9,3.99735E-9,3.80934E-9,3.80818E-9,3.90874E-9,3.88248E-9,3.67926E-9,3.91087E-9,3.73922E-9, , , , 
