freq (Hz),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 20  (V / sqrt(Hz))
79.4328E6,1.18008E-9,1.17033E-9,1.21454E-9,1.19088E-9,1.18541E-9,1.16966E-9,1.18703E-9,1.18385E-9,1.18246E-9,1.16869E-9,1.19829E-9,1.17084E-9,1.19365E-9,1.18063E-9,1.17882E-9,1.17791E-9,1.19690E-9,1.17860E-9,1.17275E-9,1.15130E-9,1.17628E-9,1.16653E-9,1.21063E-9,1.18702E-9,1.18152E-9,1.16585E-9,1.18315E-9,1.18001E-9,1.17859E-9,1.16482E-9,1.19440E-9,1.16695E-9,1.18981E-9,1.17675E-9,1.17498E-9,1.17406E-9,1.19303E-9,1.17476E-9,1.16889E-9,1.14753E-9,1.17294E-9,1.16318E-9,1.20714E-9,1.18360E-9,1.17803E-9,1.16249E-9,1.17968E-9,1.17659E-9,1.17514E-9,1.16136E-9,1.19092E-9,1.16348E-9,1.18642E-9,1.17329E-9,1.17158E-9,1.17065E-9,1.18959E-9,1.17135E-9,1.16546E-9,1.14420E-9
100.000E6,1.21109E-9,1.20005E-9,1.24731E-9,1.22228E-9,1.21613E-9,1.19911E-9,1.21656E-9,1.21429E-9,1.21305E-9,1.19866E-9,1.22920E-9,1.20006E-9,1.22575E-9,1.21070E-9,1.20984E-9,1.20788E-9,1.22850E-9,1.20794E-9,1.20288E-9,1.17897E-9,1.20716E-9,1.19613E-9,1.24325E-9,1.21829E-9,1.21209E-9,1.19518E-9,1.21254E-9,1.21032E-9,1.20903E-9,1.19465E-9,1.22516E-9,1.19603E-9,1.22178E-9,1.20669E-9,1.20588E-9,1.20390E-9,1.22449E-9,1.20397E-9,1.19889E-9,1.17509E-9,1.20385E-9,1.19281E-9,1.23972E-9,1.21487E-9,1.20857E-9,1.19182E-9,1.20904E-9,1.20689E-9,1.20555E-9,1.19117E-9,1.22167E-9,1.19253E-9,1.21840E-9,1.20320E-9,1.20249E-9,1.20048E-9,1.22104E-9,1.20054E-9,1.19544E-9,1.17178E-9
125.893E6,1.25442E-9,1.24151E-9,1.29308E-9,1.26610E-9,1.25911E-9,1.24025E-9,1.25762E-9,1.25670E-9,1.25575E-9,1.24070E-9,1.27223E-9,1.24086E-9,1.27058E-9,1.25268E-9,1.25327E-9,1.24970E-9,1.27264E-9,1.24883E-9,1.24493E-9,1.21762E-9,1.25036E-9,1.23747E-9,1.28885E-9,1.26197E-9,1.25490E-9,1.23618E-9,1.25344E-9,1.25257E-9,1.25156E-9,1.23653E-9,1.26803E-9,1.23667E-9,1.26645E-9,1.24850E-9,1.24916E-9,1.24557E-9,1.26848E-9,1.24471E-9,1.24078E-9,1.21362E-9,1.24711E-9,1.23422E-9,1.28531E-9,1.25859E-9,1.25137E-9,1.23287E-9,1.24993E-9,1.24917E-9,1.24807E-9,1.23304E-9,1.26455E-9,1.23317E-9,1.26312E-9,1.24502E-9,1.24582E-9,1.24220E-9,1.26506E-9,1.24129E-9,1.23736E-9,1.21039E-9
158.489E6,1.31499E-9,1.29936E-9,1.35678E-9,1.32718E-9,1.31898E-9,1.29770E-9,1.31469E-9,1.31575E-9,1.31530E-9,1.29929E-9,1.33209E-9,1.29774E-9,1.33318E-9,1.31111E-9,1.31392E-9,1.30811E-9,1.33414E-9,1.30579E-9,1.30353E-9,1.27157E-9,1.31078E-9,1.29519E-9,1.35234E-9,1.32288E-9,1.31457E-9,1.29348E-9,1.31032E-9,1.31145E-9,1.31091E-9,1.29494E-9,1.32771E-9,1.29336E-9,1.32889E-9,1.30675E-9,1.30965E-9,1.30383E-9,1.32981E-9,1.30150E-9,1.29921E-9,1.26745E-9,1.30768E-9,1.29212E-9,1.34884E-9,1.31963E-9,1.31108E-9,1.29031E-9,1.30686E-9,1.30815E-9,1.30747E-9,1.29150E-9,1.32429E-9,1.28992E-9,1.32568E-9,1.30333E-9,1.30644E-9,1.30057E-9,1.32649E-9,1.29816E-9,1.29589E-9,1.26438E-9
199.526E6,1.40014E-9,1.38060E-9,1.44579E-9,1.41278E-9,1.40270E-9,1.37845E-9,1.39456E-9,1.39851E-9,1.39884E-9,1.38114E-9,1.41588E-9,1.37748E-9,1.42111E-9,1.39285E-9,1.39900E-9,1.39027E-9,1.42023E-9,1.38566E-9,1.38566E-9,1.34739E-9,1.39576E-9,1.37630E-9,1.44111E-9,1.40830E-9,1.39806E-9,1.37407E-9,1.38998E-9,1.39403E-9,1.39421E-9,1.37658E-9,1.41129E-9,1.37289E-9,1.41663E-9,1.38829E-9,1.39456E-9,1.38580E-9,1.41571E-9,1.38117E-9,1.38115E-9,1.34314E-9,1.39294E-9,1.37352E-9,1.43773E-9,1.40528E-9,1.39467E-9,1.37114E-9,1.38665E-9,1.39091E-9,1.39090E-9,1.37328E-9,1.40803E-9,1.36959E-9,1.41365E-9,1.38502E-9,1.39159E-9,1.38276E-9,1.41259E-9,1.37800E-9,1.37802E-9,1.34035E-9
251.189E6,1.52023E-9,1.49522E-9,1.57068E-9,1.53323E-9,1.52028E-9,1.49248E-9,1.50706E-9,1.51509E-9,1.51650E-9,1.49600E-9,1.53379E-9,1.48987E-9,1.54497E-9,1.50782E-9,1.51877E-9,1.50630E-9,1.54125E-9,1.49829E-9,1.50130E-9,1.45455E-9,1.51566E-9,1.49078E-9,1.56572E-9,1.52855E-9,1.51536E-9,1.48791E-9,1.50222E-9,1.51038E-9,1.51158E-9,1.49118E-9,1.52895E-9,1.48503E-9,1.54027E-9,1.50300E-9,1.51413E-9,1.50161E-9,1.53651E-9,1.49356E-9,1.49657E-9,1.45016E-9,1.51327E-9,1.48846E-9,1.56255E-9,1.52589E-9,1.51219E-9,1.48537E-9,1.49913E-9,1.50759E-9,1.50849E-9,1.48812E-9,1.52595E-9,1.48198E-9,1.53767E-9,1.50000E-9,1.51155E-9,1.49893E-9,1.53372E-9,1.49067E-9,1.49375E-9,1.44783E-9
316.228E6,1.68885E-9,1.65650E-9,1.74558E-9,1.70221E-9,1.68523E-9,1.65310E-9,1.66538E-9,1.67896E-9,1.68169E-9,1.65705E-9,1.69939E-9,1.64807E-9,1.71866E-9,1.66930E-9,1.68685E-9,1.66965E-9,1.71100E-9,1.65686E-9,1.66377E-9,1.60583E-9,1.68405E-9,1.65187E-9,1.74025E-9,1.69728E-9,1.67995E-9,1.64828E-9,1.66021E-9,1.67398E-9,1.67638E-9,1.65191E-9,1.69423E-9,1.64289E-9,1.71368E-9,1.66417E-9,1.68196E-9,1.66468E-9,1.70598E-9,1.65183E-9,1.65875E-9,1.60127E-9,1.68228E-9,1.65024E-9,1.73741E-9,1.69516E-9,1.67711E-9,1.64633E-9,1.65749E-9,1.67166E-9,1.67364E-9,1.64923E-9,1.69163E-9,1.64023E-9,1.71163E-9,1.66157E-9,1.67994E-9,1.66253E-9,1.70367E-9,1.64937E-9,1.65642E-9,1.59960E-9
398.107E6,1.92311E-9,1.88132E-9,1.98839E-9,1.93706E-9,1.91481E-9,1.87726E-9,1.88647E-9,1.90735E-9,1.91130E-9,1.88125E-9,1.92996E-9,1.86892E-9,1.95959E-9,1.89429E-9,1.92045E-9,1.89741E-9,1.94700E-9,1.87826E-9,1.89003E-9,1.81768E-9,1.91799E-9,1.87645E-9,1.98256E-9,1.93178E-9,1.90905E-9,1.87212E-9,1.88086E-9,1.90198E-9,1.90549E-9,1.87569E-9,1.92437E-9,1.86330E-9,1.95423E-9,1.88874E-9,1.91522E-9,1.89206E-9,1.94160E-9,1.87282E-9,1.88463E-9,1.81290E-9,1.91708E-9,1.87577E-9,1.98022E-9,1.93043E-9,1.90669E-9,1.87098E-9,1.87868E-9,1.90035E-9,1.90325E-9,1.87356E-9,1.92237E-9,1.86120E-9,1.95295E-9,1.88672E-9,1.91400E-9,1.89066E-9,1.93999E-9,1.87099E-9,1.88298E-9,1.81216E-9
501.187E6,2.24429E-9,2.19100E-9,2.32162E-9,2.25951E-9,2.23076E-9,2.18642E-9,2.19189E-9,2.22203E-9,2.22645E-9,2.19003E-9,2.24736E-9,2.17375E-9,2.28945E-9,2.20428E-9,2.24109E-9,2.21106E-9,2.27128E-9,2.18389E-9,2.20144E-9,2.11111E-9,2.23871E-9,2.18579E-9,2.31511E-9,2.25373E-9,2.22433E-9,2.18083E-9,2.18567E-9,2.21613E-9,2.21993E-9,2.18387E-9,2.24116E-9,2.16751E-9,2.28356E-9,2.19813E-9,2.23538E-9,2.20519E-9,2.26535E-9,2.17789E-9,2.19550E-9,2.10599E-9,2.23899E-9,2.18638E-9,2.31345E-9,2.25342E-9,2.22266E-9,2.18080E-9,2.18423E-9,2.21544E-9,2.21840E-9,2.18250E-9,2.23997E-9,2.16619E-9,2.28333E-9,2.19692E-9,2.23524E-9,2.20482E-9,2.26468E-9,2.17693E-9,2.19479E-9,2.10653E-9
630.957E6,2.67913E-9,2.61272E-9,2.77385E-9,2.69710E-9,2.66071E-9,2.60799E-9,2.60939E-9,2.65092E-9,2.65366E-9,2.61059E-9,2.67947E-9,2.58984E-9,2.73545E-9,2.62665E-9,2.67594E-9,2.63794E-9,2.71181E-9,2.60118E-9,2.62518E-9,2.51321E-9,2.67287E-9,2.60697E-9,2.76636E-9,2.69059E-9,2.65334E-9,2.60172E-9,2.60229E-9,2.64425E-9,2.64616E-9,2.60359E-9,2.67241E-9,2.58273E-9,2.72877E-9,2.61966E-9,2.66952E-9,2.63130E-9,2.70511E-9,2.59437E-9,2.61846E-9,2.50758E-9,2.67470E-9,2.60925E-9,2.76562E-9,2.69166E-9,2.65259E-9,2.60317E-9,2.60188E-9,2.64482E-9,2.64559E-9,2.60325E-9,2.67231E-9,2.58247E-9,2.72992E-9,2.61954E-9,2.67082E-9,2.63230E-9,2.70570E-9,2.59457E-9,2.61901E-9,2.50981E-9
794.328E6,3.26107E-9,3.18116E-9,3.38140E-9,3.28479E-9,3.23989E-9,3.17699E-9,3.17487E-9,3.22983E-9,3.22632E-9,3.17771E-9,3.26204E-9,3.15218E-9,3.33157E-9,3.19649E-9,3.25928E-9,3.21268E-9,3.30420E-9,3.16538E-9,3.19584E-9,3.05921E-9,3.25376E-9,3.17452E-9,3.37246E-9,3.27716E-9,3.23113E-9,3.16967E-9,3.16648E-9,3.22199E-9,3.21739E-9,3.16945E-9,3.25370E-9,3.14376E-9,3.32370E-9,3.18825E-9,3.25177E-9,3.20489E-9,3.29631E-9,3.15736E-9,3.18795E-9,3.05275E-9,3.25755E-9,3.17895E-9,3.37289E-9,3.27997E-9,3.23156E-9,3.17302E-9,3.16738E-9,3.22418E-9,3.21806E-9,3.17043E-9,3.25500E-9,3.14489E-9,3.32659E-9,3.18951E-9,3.25487E-9,3.20762E-9,3.29849E-9,3.15907E-9,3.19009E-9,3.05716E-9
1.00000E9,4.03059E-9,3.93921E-9,4.18889E-9,4.06553E-9,4.01173E-9,3.93678E-9,3.93353E-9,4.00328E-9,3.98514E-9,3.93441E-9,4.03955E-9,3.90432E-9,4.11882E-9,3.95740E-9,4.03294E-9,3.97779E-9,4.09225E-9,3.92056E-9,3.95606E-9,3.79373E-9,4.02155E-9,3.93106E-9,4.17772E-9,4.05608E-9,4.00084E-9,3.92776E-9,3.92313E-9,3.99358E-9,3.97407E-9,3.92418E-9,4.02919E-9,3.89391E-9,4.10904E-9,3.94719E-9,4.02364E-9,3.96814E-9,4.08244E-9,3.91064E-9,3.94630E-9,3.78585E-9,4.02754E-9,3.93795E-9,4.17939E-9,4.06084E-9,4.00259E-9,3.93330E-9,3.92556E-9,3.99761E-9,3.97617E-9,3.92666E-9,4.03207E-9,3.89663E-9,4.11384E-9,3.95005E-9,4.02877E-9,3.97286E-9,4.08638E-9,3.91411E-9,3.95028E-9,3.79286E-9
